Monument Name,State/UT,City,Latitude,Longitude,Description,Image Link,3D Model Link
Indian Heritage Monument 347,Delhi,Heritage City,,,"Historic monument located in Heritage City, Delhi.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 348,Bihar,Ancient Site,,,"Historic monument located in Ancient Site, Bihar.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 349,Meghalaya,Temple Town,,,"Historic monument located in Temple Town, Meghalaya.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 350,Punjab,Ancient Site,,,"Historic monument located in Ancient Site, Punjab.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 351,Puducherry,Historic Town,,,"Historic monument located in Historic Town, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 352,Tripura,Capital City,,,"Historic monument located in Capital City, Tripura.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 353,Karnataka,Fort City,,,"Historic monument located in Fort City, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 354,Lakshadweep,Temple Town,,,"Historic monument located in Temple Town, Lakshadweep.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 355,Odisha,Temple Town,,,"Historic monument located in Temple Town, Odisha.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 356,Andaman and Nicobar Islands,Capital City,,,"Historic monument located in Capital City, Andaman and Nicobar Islands.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 357,Puducherry,Temple Town,,,"Historic monument located in Temple Town, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 358,Kerala,Ancient Site,,,"Historic monument located in Ancient Site, Kerala.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 359,Goa,Ancient Site,,,"Historic monument located in Ancient Site, Goa.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 360,Uttarakhand,Fort City,,,"Historic monument located in Fort City, Uttarakhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 361,Tamil Nadu,Temple Town,,,"Historic monument located in Temple Town, Tamil Nadu.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 362,Uttar Pradesh,Heritage City,,,"Historic monument located in Heritage City, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 363,Uttar Pradesh,Ancient Site,,,"Historic monument located in Ancient Site, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 364,Gujarat,Heritage City,,,"Historic monument located in Heritage City, Gujarat.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 365,Manipur,Temple Town,,,"Historic monument located in Temple Town, Manipur.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 366,Goa,Historic Town,,,"Historic monument located in Historic Town, Goa.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 367,Karnataka,Historic Town,,,"Historic monument located in Historic Town, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 368,Jammu and Kashmir,Capital City,,,"Historic monument located in Capital City, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 369,Manipur,Ancient Site,,,"Historic monument located in Ancient Site, Manipur.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 370,Madhya Pradesh,Ancient Site,,,"Historic monument located in Ancient Site, Madhya Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 371,Kerala,Historic Town,,,"Historic monument located in Historic Town, Kerala.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 372,Gujarat,Temple Town,,,"Historic monument located in Temple Town, Gujarat.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 373,Jharkhand,Fort City,,,"Historic monument located in Fort City, Jharkhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 374,Maharashtra,Heritage City,,,"Historic monument located in Heritage City, Maharashtra.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 375,Madhya Pradesh,Heritage City,,,"Historic monument located in Heritage City, Madhya Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 376,Jharkhand,Temple Town,,,"Historic monument located in Temple Town, Jharkhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 377,Punjab,Fort City,,,"Historic monument located in Fort City, Punjab.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 378,Chandigarh,Fort City,,,"Historic monument located in Fort City, Chandigarh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 379,Meghalaya,Heritage City,,,"Historic monument located in Heritage City, Meghalaya.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 380,Uttarakhand,Temple Town,,,"Historic monument located in Temple Town, Uttarakhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 381,West Bengal,Fort City,,,"Historic monument located in Fort City, West Bengal.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 382,Goa,Historic Town,,,"Historic monument located in Historic Town, Goa.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 383,Chandigarh,Capital City,,,"Historic monument located in Capital City, Chandigarh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 384,Odisha,Capital City,,,"Historic monument located in Capital City, Odisha.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 385,Nagaland,Capital City,,,"Historic monument located in Capital City, Nagaland.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 386,Andaman and Nicobar Islands,Fort City,,,"Historic monument located in Fort City, Andaman and Nicobar Islands.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 387,Goa,Historic Town,,,"Historic monument located in Historic Town, Goa.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 388,Chandigarh,Temple Town,,,"Historic monument located in Temple Town, Chandigarh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 389,Ladakh,Ancient Site,,,"Historic monument located in Ancient Site, Ladakh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 390,Lakshadweep,Fort City,,,"Historic monument located in Fort City, Lakshadweep.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 391,Andhra Pradesh,Temple Town,,,"Historic monument located in Temple Town, Andhra Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 392,Meghalaya,Temple Town,,,"Historic monument located in Temple Town, Meghalaya.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 393,Odisha,Temple Town,,,"Historic monument located in Temple Town, Odisha.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 394,Jammu and Kashmir,Heritage City,,,"Historic monument located in Heritage City, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 395,Uttar Pradesh,Fort City,,,"Historic monument located in Fort City, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 396,Karnataka,Ancient Site,,,"Historic monument located in Ancient Site, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 397,Maharashtra,Temple Town,,,"Historic monument located in Temple Town, Maharashtra.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 398,Nagaland,Ancient Site,,,"Historic monument located in Ancient Site, Nagaland.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 399,Karnataka,Historic Town,,,"Historic monument located in Historic Town, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 400,Uttar Pradesh,Heritage City,,,"Historic monument located in Heritage City, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 401,Nagaland,Capital City,,,"Historic monument located in Capital City, Nagaland.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 402,Maharashtra,Fort City,,,"Historic monument located in Fort City, Maharashtra.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 403,Andaman and Nicobar Islands,Ancient Site,,,"Historic monument located in Ancient Site, Andaman and Nicobar Islands.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 404,Sikkim,Heritage City,,,"Historic monument located in Heritage City, Sikkim.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 405,Madhya Pradesh,Historic Town,,,"Historic monument located in Historic Town, Madhya Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 406,Rajasthan,Temple Town,,,"Historic monument located in Temple Town, Rajasthan.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 407,Uttarakhand,Historic Town,,,"Historic monument located in Historic Town, Uttarakhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 408,Telangana,Heritage City,,,"Historic monument located in Heritage City, Telangana.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 409,Sikkim,Historic Town,,,"Historic monument located in Historic Town, Sikkim.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 410,Rajasthan,Temple Town,,,"Historic monument located in Temple Town, Rajasthan.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 411,Dadra and Nagar Haveli and Daman and Diu,Temple Town,,,"Historic monument located in Temple Town, Dadra and Nagar Haveli and Daman and Diu.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 412,Mizoram,Ancient Site,,,"Historic monument located in Ancient Site, Mizoram.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 413,Puducherry,Ancient Site,,,"Historic monument located in Ancient Site, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 414,Tripura,Ancient Site,,,"Historic monument located in Ancient Site, Tripura.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 415,Chandigarh,Historic Town,,,"Historic monument located in Historic Town, Chandigarh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 416,Andaman and Nicobar Islands,Fort City,,,"Historic monument located in Fort City, Andaman and Nicobar Islands.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 417,Tripura,Heritage City,,,"Historic monument located in Heritage City, Tripura.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 418,Uttar Pradesh,Temple Town,,,"Historic monument located in Temple Town, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 419,Karnataka,Heritage City,,,"Historic monument located in Heritage City, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 420,Kerala,Heritage City,,,"Historic monument located in Heritage City, Kerala.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 421,Delhi,Capital City,,,"Historic monument located in Capital City, Delhi.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 422,Jharkhand,Capital City,,,"Historic monument located in Capital City, Jharkhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 423,Meghalaya,Ancient Site,,,"Historic monument located in Ancient Site, Meghalaya.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 424,Gujarat,Fort City,,,"Historic monument located in Fort City, Gujarat.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 425,Puducherry,Ancient Site,,,"Historic monument located in Ancient Site, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 426,Puducherry,Capital City,,,"Historic monument located in Capital City, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 427,Madhya Pradesh,Historic Town,,,"Historic monument located in Historic Town, Madhya Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 428,Goa,Ancient Site,,,"Historic monument located in Ancient Site, Goa.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 429,Meghalaya,Capital City,,,"Historic monument located in Capital City, Meghalaya.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 430,Assam,Ancient Site,,,"Historic monument located in Ancient Site, Assam.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 431,Haryana,Heritage City,,,"Historic monument located in Heritage City, Haryana.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 432,Assam,Heritage City,,,"Historic monument located in Heritage City, Assam.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 433,Kerala,Fort City,,,"Historic monument located in Fort City, Kerala.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 434,West Bengal,Ancient Site,,,"Historic monument located in Ancient Site, West Bengal.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 435,Puducherry,Historic Town,,,"Historic monument located in Historic Town, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 436,Goa,Heritage City,,,"Historic monument located in Heritage City, Goa.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 437,Arunachal Pradesh,Heritage City,,,"Historic monument located in Heritage City, Arunachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 438,Telangana,Heritage City,,,"Historic monument located in Heritage City, Telangana.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 439,Mizoram,Heritage City,,,"Historic monument located in Heritage City, Mizoram.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 440,Chhattisgarh,Fort City,,,"Historic monument located in Fort City, Chhattisgarh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 441,Assam,Temple Town,,,"Historic monument located in Temple Town, Assam.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 442,Meghalaya,Temple Town,,,"Historic monument located in Temple Town, Meghalaya.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 443,Jammu and Kashmir,Historic Town,,,"Historic monument located in Historic Town, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 444,Delhi,Heritage City,,,"Historic monument located in Heritage City, Delhi.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 445,Delhi,Fort City,,,"Historic monument located in Fort City, Delhi.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 446,Odisha,Temple Town,,,"Historic monument located in Temple Town, Odisha.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 447,Jammu and Kashmir,Historic Town,,,"Historic monument located in Historic Town, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 448,Karnataka,Heritage City,,,"Historic monument located in Heritage City, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 449,Arunachal Pradesh,Capital City,,,"Historic monument located in Capital City, Arunachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 450,Rajasthan,Historic Town,,,"Historic monument located in Historic Town, Rajasthan.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 451,Himachal Pradesh,Temple Town,,,"Historic monument located in Temple Town, Himachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 452,Assam,Historic Town,,,"Historic monument located in Historic Town, Assam.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 453,Madhya Pradesh,Fort City,,,"Historic monument located in Fort City, Madhya Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 454,Puducherry,Capital City,,,"Historic monument located in Capital City, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 455,Karnataka,Historic Town,,,"Historic monument located in Historic Town, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 456,Meghalaya,Capital City,,,"Historic monument located in Capital City, Meghalaya.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 457,Uttar Pradesh,Ancient Site,,,"Historic monument located in Ancient Site, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 458,Karnataka,Fort City,,,"Historic monument located in Fort City, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 459,Uttarakhand,Historic Town,,,"Historic monument located in Historic Town, Uttarakhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 460,Nagaland,Historic Town,,,"Historic monument located in Historic Town, Nagaland.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 461,Andhra Pradesh,Temple Town,,,"Historic monument located in Temple Town, Andhra Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 462,Uttar Pradesh,Historic Town,,,"Historic monument located in Historic Town, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 463,Odisha,Historic Town,,,"Historic monument located in Historic Town, Odisha.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 464,Telangana,Historic Town,,,"Historic monument located in Historic Town, Telangana.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 465,Assam,Capital City,,,"Historic monument located in Capital City, Assam.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 466,Himachal Pradesh,Capital City,,,"Historic monument located in Capital City, Himachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 467,Tamil Nadu,Capital City,,,"Historic monument located in Capital City, Tamil Nadu.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 468,Uttarakhand,Historic Town,,,"Historic monument located in Historic Town, Uttarakhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 469,Arunachal Pradesh,Temple Town,,,"Historic monument located in Temple Town, Arunachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 470,Uttarakhand,Capital City,,,"Historic monument located in Capital City, Uttarakhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 471,Maharashtra,Fort City,,,"Historic monument located in Fort City, Maharashtra.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 472,Puducherry,Temple Town,,,"Historic monument located in Temple Town, Puducherry.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 473,Jammu and Kashmir,Fort City,,,"Historic monument located in Fort City, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 474,Jharkhand,Temple Town,,,"Historic monument located in Temple Town, Jharkhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 475,Nagaland,Fort City,,,"Historic monument located in Fort City, Nagaland.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 476,Arunachal Pradesh,Historic Town,,,"Historic monument located in Historic Town, Arunachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 477,Telangana,Fort City,,,"Historic monument located in Fort City, Telangana.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 478,Mizoram,Temple Town,,,"Historic monument located in Temple Town, Mizoram.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 479,West Bengal,Fort City,,,"Historic monument located in Fort City, West Bengal.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 480,Nagaland,Capital City,,,"Historic monument located in Capital City, Nagaland.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 481,Punjab,Fort City,,,"Historic monument located in Fort City, Punjab.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 482,Madhya Pradesh,Capital City,,,"Historic monument located in Capital City, Madhya Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 483,Kerala,Capital City,,,"Historic monument located in Capital City, Kerala.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 484,Uttar Pradesh,Historic Town,,,"Historic monument located in Historic Town, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 485,Madhya Pradesh,Heritage City,,,"Historic monument located in Heritage City, Madhya Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 486,Jammu and Kashmir,Fort City,,,"Historic monument located in Fort City, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 487,Karnataka,Heritage City,,,"Historic monument located in Heritage City, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 488,Goa,Capital City,,,"Historic monument located in Capital City, Goa.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 489,Uttar Pradesh,Historic Town,,,"Historic monument located in Historic Town, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 490,Karnataka,Heritage City,,,"Historic monument located in Heritage City, Karnataka.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 491,Jharkhand,Ancient Site,,,"Historic monument located in Ancient Site, Jharkhand.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 492,Odisha,Ancient Site,,,"Historic monument located in Ancient Site, Odisha.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 493,Odisha,Historic Town,,,"Historic monument located in Historic Town, Odisha.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 494,Maharashtra,Capital City,,,"Historic monument located in Capital City, Maharashtra.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 495,Himachal Pradesh,Historic Town,,,"Historic monument located in Historic Town, Himachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 496,Jammu and Kashmir,Fort City,,,"Historic monument located in Fort City, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 497,Manipur,Ancient Site,,,"Historic monument located in Ancient Site, Manipur.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 498,Kerala,Historic Town,,,"Historic monument located in Historic Town, Kerala.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 499,Manipur,Fort City,,,"Historic monument located in Fort City, Manipur.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 500,Andhra Pradesh,Heritage City,,,"Historic monument located in Heritage City, Andhra Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 501,Andaman and Nicobar Islands,Fort City,,,"Historic monument located in Fort City, Andaman and Nicobar Islands.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 502,Nagaland,Ancient Site,,,"Historic monument located in Ancient Site, Nagaland.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 503,Dadra and Nagar Haveli and Daman and Diu,Capital City,,,"Historic monument located in Capital City, Dadra and Nagar Haveli and Daman and Diu.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 504,Jammu and Kashmir,Heritage City,,,"Historic monument located in Heritage City, Jammu and Kashmir.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 505,Arunachal Pradesh,Temple Town,,,"Historic monument located in Temple Town, Arunachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 506,West Bengal,Temple Town,,,"Historic monument located in Temple Town, West Bengal.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 507,Rajasthan,Fort City,,,"Historic monument located in Fort City, Rajasthan.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 508,Lakshadweep,Historic Town,,,"Historic monument located in Historic Town, Lakshadweep.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 509,Bihar,Temple Town,,,"Historic monument located in Temple Town, Bihar.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 510,Punjab,Historic Town,,,"Historic monument located in Historic Town, Punjab.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 511,Rajasthan,Temple Town,,,"Historic monument located in Temple Town, Rajasthan.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 512,Uttar Pradesh,Historic Town,,,"Historic monument located in Historic Town, Uttar Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 513,Himachal Pradesh,Temple Town,,,"Historic monument located in Temple Town, Himachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 514,Arunachal Pradesh,Capital City,,,"Historic monument located in Capital City, Arunachal Pradesh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 515,Sikkim,Ancient Site,,,"Historic monument located in Ancient Site, Sikkim.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 516,Kerala,Historic Town,,,"Historic monument located in Historic Town, Kerala.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 517,Dadra and Nagar Haveli and Daman and Diu,Capital City,,,"Historic monument located in Capital City, Dadra and Nagar Haveli and Daman and Diu.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 518,Andaman and Nicobar Islands,Historic Town,,,"Historic monument located in Historic Town, Andaman and Nicobar Islands.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 519,Chhattisgarh,Temple Town,,,"Historic monument located in Temple Town, Chhattisgarh.",https://upload.wikimedia.org/,https://sketchfab.com/
Indian Heritage Monument 520,Ladakh,Historic Town,,,"Historic monument located in Historic Town, Ladakh.",https://upload.wikimedia.org/,https://sketchfab.com/
